Diretorio,Estacao,Ano,Mes,Arquivo.zip,Arquivo_extraido,Tamanho_Bytes,Status,Msg_Erro,Processado
plv,Santa_teresa,2001,10,dados_pluviometricos_2001.zip,santa_teresa_200110_Plv.txt,190329,SUCESSO,,
plv,Santa_teresa,2001,11,dados_pluviometricos_2001.zip,santa_teresa_200111_Plv.txt,184505,SUCESSO,,
plv,Santa_teresa,2001,12,dados_pluviometricos_2001.zip,santa_teresa_200112_Plv.txt,190649,SUCESSO,,
plv,Santa_teresa,2002,1,dados_pluviometricos_2002.zip,santa_teresa_200201_Plv.txt,190649,SUCESSO,,
plv,Santa_teresa,2002,2,dados_pluviometricos_2002.zip,santa_teresa_200202_Plv.txt,172217,SUCESSO,,
plv,Santa_teresa,2002,3,dados_pluviometricos_2002.zip,santa_teresa_200203_Plv.txt,190649,SUCESSO,,
plv,Santa_teresa,2002,4,dados_pluviometricos_2002.zip,santa_teresa_200204_Plv.txt,184505,SUCESSO,,
plv,Santa_teresa,2002,5,dados_pluviometricos_2002.zip,santa_teresa_200205_Plv.txt,190649,SUCESSO,,
plv,Santa_teresa,2002,6,dados_pluviometricos_2002.zip,santa_teresa_200206_Plv.txt,184505,SUCESSO,,
plv,Santa_teresa,2002,7,dados_pluviometricos_2002.zip,santa_teresa_200207_Plv.txt,190649,SUCESSO,,
plv,Santa_teresa,2002,8,dados_pluviometricos_2002.zip,santa_teresa_200208_Plv.txt,190649,SUCESSO,,
plv,Santa_teresa,2002,9,dados_pluviometricos_2002.zip,santa_teresa_200209_Plv.txt,184505,SUCESSO,,
plv,Santa_teresa,2002,10,dados_pluviometricos_2002.zip,santa_teresa_200210_Plv.txt,190649,SUCESSO,,
plv,Santa_teresa,2002,11,dados_pluviometricos_2002.zip,santa_teresa_200211_Plv.txt,184249,SUCESSO,,
plv,Santa_teresa,2002,12,dados_pluviometricos_2002.zip,santa_teresa_200212_Plv.txt,190649,SUCESSO,,
plv,Santa_teresa,2003,1,dados_pluviometricos_2003.zip,santa_teresa_200301_Plv.txt,190649,SUCESSO,,
plv,Santa_teresa,2003,2,dados_pluviometricos_2003.zip,santa_teresa_200302_Plv.txt,172473,SUCESSO,,
plv,Santa_teresa,2003,3,dados_pluviometricos_2003.zip,santa_teresa_200303_Plv.txt,190649,SUCESSO,,
plv,Santa_teresa,2003,4,dados_pluviometricos_2003.zip,santa_teresa_200304_Plv.txt,184505,SUCESSO,,
plv,Santa_teresa,2003,5,dados_pluviometricos_2003.zip,santa_teresa_200305_Plv.txt,190649,SUCESSO,,
plv,Santa_teresa,2003,6,dados_pluviometricos_2003.zip,santa_teresa_200306_Plv.txt,184505,SUCESSO,,
plv,Santa_teresa,2003,7,dados_pluviometricos_2003.zip,santa_teresa_200307_Plv.txt,190649,SUCESSO,,
plv,Santa_teresa,2003,8,dados_pluviometricos_2003.zip,santa_teresa_200308_Plv.txt,190649,SUCESSO,,
plv,Santa_teresa,2003,9,dados_pluviometricos_2003.zip,santa_teresa_200309_Plv.txt,184505,SUCESSO,,
plv,Santa_teresa,2003,10,dados_pluviometricos_2003.zip,santa_teresa_200310_Plv.txt,190393,SUCESSO,,
plv,Santa_teresa,2003,11,dados_pluviometricos_2003.zip,santa_teresa_200311_Plv.txt,184505,SUCESSO,,
plv,Santa_teresa,2003,12,dados_pluviometricos_2003.zip,santa_teresa_200312_Plv.txt,190649,SUCESSO,,
plv,Santa_teresa,2004,1,dados_pluviometricos_2004.zip,santa_teresa_200401_Plv.txt,190649,SUCESSO,,
plv,Santa_teresa,2004,2,dados_pluviometricos_2004.zip,santa_teresa_200402_Plv.txt,178617,SUCESSO,,
plv,Santa_teresa,2004,3,dados_pluviometricos_2004.zip,santa_teresa_200403_Plv.txt,190649,SUCESSO,,
plv,Santa_teresa,2004,4,dados_pluviometricos_2004.zip,santa_teresa_200404_Plv.txt,184505,SUCESSO,,
plv,Santa_teresa,2004,5,dados_pluviometricos_2004.zip,santa_teresa_200405_Plv.txt,190649,SUCESSO,,
plv,Santa_teresa,2004,6,dados_pluviometricos_2004.zip,santa_teresa_200406_Plv.txt,184505,SUCESSO,,
plv,Santa_teresa,2004,7,dados_pluviometricos_2004.zip,santa_teresa_200407_Plv.txt,190649,SUCESSO,,
plv,Santa_teresa,2004,8,dados_pluviometricos_2004.zip,santa_teresa_200408_Plv.txt,190649,SUCESSO,,
plv,Santa_teresa,2004,9,dados_pluviometricos_2004.zip,santa_teresa_200409_Plv.txt,184505,SUCESSO,,
plv,Santa_teresa,2004,10,dados_pluviometricos_2004.zip,santa_teresa_200410_Plv.txt,190649,SUCESSO,,
plv,Santa_teresa,2004,11,dados_pluviometricos_2004.zip,santa_teresa_200411_Plv.txt,184249,SUCESSO,,
plv,Santa_teresa,2004,12,dados_pluviometricos_2004.zip,santa_teresa_200412_Plv.txt,190649,SUCESSO,,
plv,Santa_teresa,2005,1,dados_pluviometricos_2005.zip,santa_teresa_200501_Plv.txt,190649,SUCESSO,,
plv,Santa_teresa,2005,2,dados_pluviometricos_2005.zip,santa_teresa_200502_Plv.txt,172473,SUCESSO,,
plv,Santa_teresa,2005,3,dados_pluviometricos_2005.zip,santa_teresa_200503_Plv.txt,190649,SUCESSO,,
plv,Santa_teresa,2005,4,dados_pluviometricos_2005.zip,santa_teresa_200504_Plv.txt,184505,SUCESSO,,
plv,Santa_teresa,2005,5,dados_pluviometricos_2005.zip,santa_teresa_200505_Plv.txt,190649,SUCESSO,,
plv,Santa_teresa,2005,6,dados_pluviometricos_2005.zip,santa_teresa_200506_Plv.txt,184505,SUCESSO,,
plv,Santa_teresa,2005,7,dados_pluviometricos_2005.zip,santa_teresa_200507_Plv.txt,190649,SUCESSO,,
plv,Santa_teresa,2005,8,dados_pluviometricos_2005.zip,santa_teresa_200508_Plv.txt,190649,SUCESSO,,
plv,Santa_teresa,2005,9,dados_pluviometricos_2005.zip,santa_teresa_200509_Plv.txt,184505,SUCESSO,,
plv,Santa_teresa,2005,10,dados_pluviometricos_2005.zip,santa_teresa_200510_Plv.txt,190393,SUCESSO,,
plv,Santa_teresa,2005,11,dados_pluviometricos_2005.zip,santa_teresa_200511_Plv.txt,184505,SUCESSO,,
plv,Santa_teresa,2005,12,dados_pluviometricos_2005.zip,santa_teresa_200512_Plv.txt,190649,SUCESSO,,
plv,Santa_teresa,2006,1,dados_pluviometricos_2006.zip,santa_teresa_200601_Plv.txt,190649,SUCESSO,,
plv,Santa_teresa,2006,2,dados_pluviometricos_2006.zip,santa_teresa_200602_Plv.txt,172473,SUCESSO,,
plv,Santa_teresa,2006,3,dados_pluviometricos_2006.zip,santa_teresa_200603_Plv.txt,190649,SUCESSO,,
plv,Santa_teresa,2006,4,dados_pluviometricos_2006.zip,santa_teresa_200604_Plv.txt,184505,SUCESSO,,
plv,Santa_teresa,2006,5,dados_pluviometricos_2006.zip,santa_teresa_200605_Plv.txt,190649,SUCESSO,,
plv,Santa_teresa,2006,6,dados_pluviometricos_2006.zip,santa_teresa_200606_Plv.txt,184505,SUCESSO,,
plv,Santa_teresa,2006,7,dados_pluviometricos_2006.zip,santa_teresa_200607_Plv.txt,190649,SUCESSO,,
plv,Santa_teresa,2006,8,dados_pluviometricos_2006.zip,santa_teresa_200608_Plv.txt,190649,SUCESSO,,
plv,Santa_teresa,2006,9,dados_pluviometricos_2006.zip,santa_teresa_200609_Plv.txt,184505,SUCESSO,,
plv,Santa_teresa,2006,10,dados_pluviometricos_2006.zip,santa_teresa_200610_Plv.txt,190649,SUCESSO,,
plv,Santa_teresa,2006,11,dados_pluviometricos_2006.zip,santa_teresa_200611_Plv.txt,184249,SUCESSO,,
plv,Santa_teresa,2006,12,dados_pluviometricos_2006.zip,santa_teresa_200612_Plv.txt,190649,SUCESSO,,
plv,Santa_teresa,2007,1,dados_pluviometricos_2007.zip,santa_teresa_200701_Plv.txt,190649,SUCESSO,,
plv,Santa_teresa,2007,2,dados_pluviometricos_2007.zip,santa_teresa_200702_Plv.txt,172473,SUCESSO,,
plv,Santa_teresa,2007,3,dados_pluviometricos_2007.zip,santa_teresa_200703_Plv.txt,190649,SUCESSO,,
plv,Santa_teresa,2007,4,dados_pluviometricos_2007.zip,santa_teresa_200704_Plv.txt,184505,SUCESSO,,
plv,Santa_teresa,2007,5,dados_pluviometricos_2007.zip,santa_teresa_200705_Plv.txt,190649,SUCESSO,,
plv,Santa_teresa,2007,6,dados_pluviometricos_2007.zip,santa_teresa_200706_Plv.txt,184505,SUCESSO,,
plv,Santa_teresa,2007,7,dados_pluviometricos_2007.zip,santa_teresa_200707_Plv.txt,190649,SUCESSO,,
plv,Santa_teresa,2007,8,dados_pluviometricos_2007.zip,santa_teresa_200708_Plv.txt,190649,SUCESSO,,
plv,Santa_teresa,2007,9,dados_pluviometricos_2007.zip,santa_teresa_200709_Plv.txt,184505,SUCESSO,,
plv,Santa_teresa,2007,10,dados_pluviometricos_2007.zip,santa_teresa_200710_Plv.txt,190393,SUCESSO,,
plv,Santa_teresa,2007,11,dados_pluviometricos_2007.zip,santa_teresa_200711_Plv.txt,184505,SUCESSO,,
plv,Santa_teresa,2007,12,dados_pluviometricos_2007.zip,santa_teresa_200712_Plv.txt,190649,SUCESSO,,
plv,Santa_teresa,2008,1,dados_pluviometricos_2008.zip,santa_teresa_200801_Plv.txt,190649,SUCESSO,,
plv,Santa_teresa,2008,2,dados_pluviometricos_2008.zip,santa_teresa_200802_Plv.txt,178617,SUCESSO,,
plv,Santa_teresa,2008,3,dados_pluviometricos_2008.zip,santa_teresa_200803_Plv.txt,190649,SUCESSO,,
plv,Santa_teresa,2008,4,dados_pluviometricos_2008.zip,santa_teresa_200804_Plv.txt,184505,SUCESSO,,
plv,Santa_teresa,2008,5,dados_pluviometricos_2008.zip,santa_teresa_200805_Plv.txt,190649,SUCESSO,,
plv,Santa_teresa,2008,6,dados_pluviometricos_2008.zip,santa_teresa_200806_Plv.txt,184505,SUCESSO,,
plv,Santa_teresa,2008,7,dados_pluviometricos_2008.zip,santa_teresa_200807_Plv.txt,190649,SUCESSO,,
plv,Santa_teresa,2008,8,dados_pluviometricos_2008.zip,santa_teresa_200808_Plv.txt,190649,SUCESSO,,
plv,Santa_teresa,2008,9,dados_pluviometricos_2008.zip,santa_teresa_200809_Plv.txt,184505,SUCESSO,,
plv,Santa_teresa,2008,10,dados_pluviometricos_2008.zip,santa_teresa_200810_Plv.txt,190393,SUCESSO,,
plv,Santa_teresa,2008,11,dados_pluviometricos_2008.zip,santa_teresa_200811_Plv.txt,184505,SUCESSO,,
plv,Santa_teresa,2008,12,dados_pluviometricos_2008.zip,santa_teresa_200812_Plv.txt,190649,SUCESSO,,
plv,Santa_teresa,2009,1,dados_pluviometricos_2009.zip,santa_teresa_200901_Plv.txt,190649,SUCESSO,,
plv,Santa_teresa,2009,2,dados_pluviometricos_2009.zip,santa_teresa_200902_Plv.txt,172473,SUCESSO,,
plv,Santa_teresa,2009,3,dados_pluviometricos_2009.zip,santa_teresa_200903_Plv.txt,190649,SUCESSO,,
plv,Santa_teresa,2009,4,dados_pluviometricos_2009.zip,santa_teresa_200904_Plv.txt,184505,SUCESSO,,
plv,Santa_teresa,2009,5,dados_pluviometricos_2009.zip,santa_teresa_200905_Plv.txt,190649,SUCESSO,,
plv,Santa_teresa,2009,6,dados_pluviometricos_2009.zip,santa_teresa_200906_Plv.txt,184505,SUCESSO,,
plv,Santa_teresa,2009,7,dados_pluviometricos_2009.zip,santa_teresa_200907_Plv.txt,190649,SUCESSO,,
plv,Santa_teresa,2009,8,dados_pluviometricos_2009.zip,santa_teresa_200908_Plv.txt,190649,SUCESSO,,
plv,Santa_teresa,2009,9,dados_pluviometricos_2009.zip,santa_teresa_200909_Plv.txt,184505,SUCESSO,,
plv,Santa_teresa,2009,10,dados_pluviometricos_2009.zip,santa_teresa_200910_Plv.txt,190393,SUCESSO,,
plv,Santa_teresa,2009,11,dados_pluviometricos_2009.zip,santa_teresa_200911_Plv.txt,184505,SUCESSO,,
plv,Santa_teresa,2009,12,dados_pluviometricos_2009.zip,santa_teresa_200912_Plv.txt,190649,SUCESSO,,
plv,Santa_teresa,2010,1,dados_pluviometricos_2010.zip,santa_teresa_201001_Plv.txt,190649,SUCESSO,,
plv,Santa_teresa,2010,2,dados_pluviometricos_2010.zip,santa_teresa_201002_Plv.txt,172473,SUCESSO,,
plv,Santa_teresa,2010,3,dados_pluviometricos_2010.zip,santa_teresa_201003_Plv.txt,190649,SUCESSO,,
plv,Santa_teresa,2010,4,dados_pluviometricos_2010.zip,santa_teresa_201004_Plv.txt,184505,SUCESSO,,
plv,Santa_teresa,2010,5,dados_pluviometricos_2010.zip,santa_teresa_201005_Plv.txt,190649,SUCESSO,,
plv,Santa_teresa,2010,6,dados_pluviometricos_2010.zip,santa_teresa_201006_Plv.txt,184505,SUCESSO,,
plv,Santa_teresa,2010,7,dados_pluviometricos_2010.zip,santa_teresa_201007_Plv.txt,190649,SUCESSO,,
plv,Santa_teresa,2010,8,dados_pluviometricos_2010.zip,santa_teresa_201008_Plv.txt,190649,SUCESSO,,
plv,Santa_teresa,2010,9,dados_pluviometricos_2010.zip,santa_teresa_201009_Plv.txt,184505,SUCESSO,,
plv,Santa_teresa,2010,10,dados_pluviometricos_2010.zip,santa_teresa_201010_Plv.txt,190393,SUCESSO,,
plv,Santa_teresa,2010,11,dados_pluviometricos_2010.zip,santa_teresa_201011_Plv.txt,184505,SUCESSO,,
plv,Santa_teresa,2010,12,dados_pluviometricos_2010.zip,santa_teresa_201012_Plv.txt,190649,SUCESSO,,
plv,Santa_teresa,2011,1,dados_pluviometricos_2011.zip,santa_teresa_201101_Plv.txt,190649,SUCESSO,,
plv,Santa_teresa,2011,2,dados_pluviometricos_2011.zip,santa_teresa_201102_Plv.txt,172473,SUCESSO,,
plv,Santa_teresa,2011,3,dados_pluviometricos_2011.zip,santa_teresa_201103_Plv.txt,190649,SUCESSO,,
plv,Santa_teresa,2011,4,dados_pluviometricos_2011.zip,santa_teresa_201104_Plv.txt,184505,SUCESSO,,
plv,Santa_teresa,2011,5,dados_pluviometricos_2011.zip,santa_teresa_201105_Plv.txt,190649,SUCESSO,,
plv,Santa_teresa,2011,6,dados_pluviometricos_2011.zip,santa_teresa_201106_Plv.txt,184505,SUCESSO,,
plv,Santa_teresa,2011,7,dados_pluviometricos_2011.zip,santa_teresa_201107_Plv.txt,190649,SUCESSO,,
plv,Santa_teresa,2011,8,dados_pluviometricos_2011.zip,santa_teresa_201108_Plv.txt,190649,SUCESSO,,
plv,Santa_teresa,2011,9,dados_pluviometricos_2011.zip,santa_teresa_201109_Plv.txt,184505,SUCESSO,,
plv,Santa_teresa,2011,10,dados_pluviometricos_2011.zip,santa_teresa_201110_Plv.txt,190393,SUCESSO,,
plv,Santa_teresa,2011,11,dados_pluviometricos_2011.zip,santa_teresa_201111_Plv.txt,184505,SUCESSO,,
plv,Santa_teresa,2011,12,dados_pluviometricos_2011.zip,santa_teresa_201112_Plv.txt,190649,SUCESSO,,
plv,Santa_teresa,2012,1,dados_pluviometricos_2012.zip,santa_teresa_201201_Plv.txt,190649,SUCESSO,,
plv,Santa_teresa,2012,2,dados_pluviometricos_2012.zip,santa_teresa_201202_Plv.txt,178617,SUCESSO,,
plv,Santa_teresa,2012,3,dados_pluviometricos_2012.zip,santa_teresa_201203_Plv.txt,190649,SUCESSO,,
plv,Santa_teresa,2012,4,dados_pluviometricos_2012.zip,santa_teresa_201204_Plv.txt,184569,SUCESSO,,
plv,Santa_teresa,2012,5,dados_pluviometricos_2012.zip,santa_teresa_201205_Plv.txt,190649,SUCESSO,,
plv,Santa_teresa,2012,6,dados_pluviometricos_2012.zip,santa_teresa_201206_Plv.txt,184505,SUCESSO,,
plv,Santa_teresa,2012,7,dados_pluviometricos_2012.zip,santa_teresa_201207_Plv.txt,190713,SUCESSO,,
plv,Santa_teresa,2012,8,dados_pluviometricos_2012.zip,santa_teresa_201208_Plv.txt,190649,SUCESSO,,
plv,Santa_teresa,2012,9,dados_pluviometricos_2012.zip,santa_teresa_201209_Plv.txt,184505,SUCESSO,,
plv,Santa_teresa,2012,10,dados_pluviometricos_2012.zip,santa_teresa_201210_Plv.txt,187577,SUCESSO,,
plv,Santa_teresa,2012,11,dados_pluviometricos_2012.zip,santa_teresa_201211_Plv.txt,177081,SUCESSO,,
plv,Santa_teresa,2012,12,dados_pluviometricos_2012.zip,santa_teresa_201212_Plv.txt,190649,SUCESSO,,
plv,Santa_teresa,2013,1,dados_pluviometricos_2013.zip,santa_teresa_201301_Plv.txt,189625,SUCESSO,,
plv,Santa_teresa,2013,2,dados_pluviometricos_2013.zip,santa_teresa_201302_Plv.txt,172473,SUCESSO,,
plv,Santa_teresa,2013,3,dados_pluviometricos_2013.zip,santa_teresa_201303_Plv.txt,190649,SUCESSO,,
plv,Santa_teresa,2013,4,dados_pluviometricos_2013.zip,santa_teresa_201304_Plv.txt,184505,SUCESSO,,
plv,Santa_teresa,2013,5,dados_pluviometricos_2013.zip,santa_teresa_201305_Plv.txt,190649,SUCESSO,,
plv,Santa_teresa,2013,6,dados_pluviometricos_2013.zip,santa_teresa_201306_Plv.txt,184505,SUCESSO,,
plv,Santa_teresa,2013,7,dados_pluviometricos_2013.zip,santa_teresa_201307_Plv.txt,190649,SUCESSO,,
plv,Santa_teresa,2013,8,dados_pluviometricos_2013.zip,santa_teresa_201308_Plv.txt,190649,SUCESSO,,
plv,Santa_teresa,2013,9,dados_pluviometricos_2013.zip,santa_teresa_201309_Plv.txt,184505,SUCESSO,,
plv,Santa_teresa,2013,10,dados_pluviometricos_2013.zip,santa_teresa_201310_Plv.txt,190393,SUCESSO,,
plv,Santa_teresa,2013,11,dados_pluviometricos_2013.zip,santa_teresa_201311_Plv.txt,184505,SUCESSO,,
plv,Santa_teresa,2013,12,dados_pluviometricos_2013.zip,santa_teresa_201312_Plv.txt,187129,SUCESSO,,
plv,Santa_teresa,2014,1,dados_pluviometricos_2014.zip,santa_teresa_201401_Plv.txt,190649,SUCESSO,,
plv,Santa_teresa,2014,2,dados_pluviometricos_2014.zip,santa_teresa_201402_Plv.txt,172473,SUCESSO,,
plv,Santa_teresa,2014,3,dados_pluviometricos_2014.zip,santa_teresa_201403_Plv.txt,190649,SUCESSO,,
plv,Santa_teresa,2014,4,dados_pluviometricos_2014.zip,santa_teresa_201404_Plv.txt,184505,SUCESSO,,
plv,Santa_teresa,2014,5,dados_pluviometricos_2014.zip,santa_teresa_201405_Plv.txt,190649,SUCESSO,,
plv,Santa_teresa,2014,6,dados_pluviometricos_2014.zip,santa_teresa_201406_Plv.txt,184505,SUCESSO,,
plv,Santa_teresa,2014,7,dados_pluviometricos_2014.zip,santa_teresa_201407_Plv.txt,190649,SUCESSO,,
plv,Santa_teresa,2014,8,dados_pluviometricos_2014.zip,santa_teresa_201408_Plv.txt,190649,SUCESSO,,
plv,Santa_teresa,2014,9,dados_pluviometricos_2014.zip,santa_teresa_201409_Plv.txt,184476,SUCESSO,,
plv,Santa_teresa,2014,10,dados_pluviometricos_2014.zip,santa_teresa_201410_Plv.txt,190393,SUCESSO,,
plv,Santa_teresa,2014,11,dados_pluviometricos_2014.zip,santa_teresa_201411_Plv.txt,184505,SUCESSO,,
plv,Santa_teresa,2014,12,dados_pluviometricos_2014.zip,santa_teresa_201412_Plv.txt,190649,SUCESSO,,
plv,Santa_teresa,2015,1,dados_pluviometricos_2015.zip,santa_teresa_201501_Plv.txt,190649,SUCESSO,,
plv,Santa_teresa,2015,2,dados_pluviometricos_2015.zip,santa_teresa_201502_Plv.txt,172473,SUCESSO,,
plv,Santa_teresa,2015,3,dados_pluviometricos_2015.zip,santa_teresa_201503_Plv.txt,190649,SUCESSO,,
plv,Santa_teresa,2015,4,dados_pluviometricos_2015.zip,santa_teresa_201504_Plv.txt,184505,SUCESSO,,
plv,Santa_teresa,2015,5,dados_pluviometricos_2015.zip,santa_teresa_201505_Plv.txt,190649,SUCESSO,,
plv,Santa_teresa,2015,6,dados_pluviometricos_2015.zip,santa_teresa_201506_Plv.txt,184505,SUCESSO,,
plv,Santa_teresa,2015,7,dados_pluviometricos_2015.zip,santa_teresa_201507_Plv.txt,190649,SUCESSO,,
plv,Santa_teresa,2015,8,dados_pluviometricos_2015.zip,santa_teresa_201508_Plv.txt,190649,SUCESSO,,
plv,Santa_teresa,2015,9,dados_pluviometricos_2015.zip,santa_teresa_201509_Plv.txt,184505,SUCESSO,,
plv,Santa_teresa,2015,10,dados_pluviometricos_2015.zip,santa_teresa_201510_Plv.txt,190393,SUCESSO,,
plv,Santa_teresa,2015,11,dados_pluviometricos_2015.zip,santa_teresa_201511_Plv.txt,184505,SUCESSO,,
plv,Santa_teresa,2015,12,dados_pluviometricos_2015.zip,santa_teresa_201512_Plv.txt,190649,SUCESSO,,
plv,Santa_teresa,2016,1,dados_pluviometricos_2016.zip,santa_teresa_201601_Plv.txt,190649,SUCESSO,,
plv,Santa_teresa,2016,2,dados_pluviometricos_2016.zip,santa_teresa_201602_Plv.txt,178617,SUCESSO,,
plv,Santa_teresa,2016,3,dados_pluviometricos_2016.zip,santa_teresa_201603_Plv.txt,190649,SUCESSO,,
plv,Santa_teresa,2016,4,dados_pluviometricos_2016.zip,santa_teresa_201604_Plv.txt,184505,SUCESSO,,
plv,Santa_teresa,2016,5,dados_pluviometricos_2016.zip,santa_teresa_201605_Plv.txt,190649,SUCESSO,,
plv,Santa_teresa,2016,6,dados_pluviometricos_2016.zip,santa_teresa_201606_Plv.txt,184505,SUCESSO,,
plv,Santa_teresa,2016,7,dados_pluviometricos_2016.zip,santa_teresa_201607_Plv.txt,190649,SUCESSO,,
plv,Santa_teresa,2016,8,dados_pluviometricos_2016.zip,santa_teresa_201608_Plv.txt,190649,SUCESSO,,
plv,Santa_teresa,2016,9,dados_pluviometricos_2016.zip,santa_teresa_201609_Plv.txt,184505,SUCESSO,,
plv,Santa_teresa,2016,10,dados_pluviometricos_2016.zip,santa_teresa_201610_Plv.txt,190393,SUCESSO,,
plv,Santa_teresa,2016,11,dados_pluviometricos_2016.zip,santa_teresa_201611_Plv.txt,184505,SUCESSO,,
plv,Santa_teresa,2016,12,dados_pluviometricos_2016.zip,santa_teresa_201612_Plv.txt,190649,SUCESSO,,
plv,Santa_teresa,2017,1,dados_pluviometricos_2017.zip,santa_teresa_201701_Plv.txt,190649,SUCESSO,,
plv,Santa_teresa,2017,2,dados_pluviometricos_2017.zip,santa_teresa_201702_Plv.txt,172473,SUCESSO,,
plv,Santa_teresa,2017,3,dados_pluviometricos_2017.zip,santa_teresa_201703_Plv.txt,190649,SUCESSO,,
plv,Santa_teresa,2017,4,dados_pluviometricos_2017.zip,santa_teresa_201704_Plv.txt,184505,SUCESSO,,
plv,Santa_teresa,2017,5,dados_pluviometricos_2017.zip,santa_teresa_201705_Plv.txt,190649,SUCESSO,,
plv,Santa_teresa,2017,6,dados_pluviometricos_2017.zip,santa_teresa_201706_Plv.txt,184505,SUCESSO,,
plv,Santa_teresa,2017,7,dados_pluviometricos_2017.zip,santa_teresa_201707_Plv.txt,190649,SUCESSO,,
plv,Santa_teresa,2017,8,dados_pluviometricos_2017.zip,santa_teresa_201708_Plv.txt,190649,SUCESSO,,
plv,Santa_teresa,2017,9,dados_pluviometricos_2017.zip,santa_teresa_201709_Plv.txt,184505,SUCESSO,,
plv,Santa_teresa,2017,10,dados_pluviometricos_2017.zip,santa_teresa_201710_Plv.txt,190393,SUCESSO,,
plv,Santa_teresa,2017,11,dados_pluviometricos_2017.zip,santa_teresa_201711_Plv.txt,184505,SUCESSO,,
plv,Santa_teresa,2017,12,dados_pluviometricos_2017.zip,santa_teresa_201712_Plv.txt,190649,SUCESSO,,
plv,Santa_teresa,2018,1,dados_pluviometricos_2018.zip,santa_teresa_201801_Plv.txt,190649,SUCESSO,,
plv,Santa_teresa,2018,2,dados_pluviometricos_2018.zip,santa_teresa_201802_Plv.txt,172473,SUCESSO,,
plv,Santa_teresa,2018,3,dados_pluviometricos_2018.zip,santa_teresa_201803_Plv.txt,190649,SUCESSO,,
plv,Santa_teresa,2018,4,dados_pluviometricos_2018.zip,santa_teresa_201804_Plv.txt,184505,SUCESSO,,
plv,Santa_teresa,2018,5,dados_pluviometricos_2018.zip,santa_teresa_201805_Plv.txt,190649,SUCESSO,,
plv,Santa_teresa,2018,6,dados_pluviometricos_2018.zip,santa_teresa_201806_Plv.txt,184505,SUCESSO,,
plv,Santa_teresa,2018,7,dados_pluviometricos_2018.zip,santa_teresa_201807_Plv.txt,190649,SUCESSO,,
plv,Santa_teresa,2018,8,dados_pluviometricos_2018.zip,santa_teresa_201808_Plv.txt,190649,SUCESSO,,
plv,Santa_teresa,2018,9,dados_pluviometricos_2018.zip,santa_teresa_201809_Plv.txt,184505,SUCESSO,,
plv,Santa_teresa,2018,10,dados_pluviometricos_2018.zip,santa_teresa_201810_Plv.txt,190649,SUCESSO,,
plv,Santa_teresa,2018,11,dados_pluviometricos_2018.zip,santa_teresa_201811_Plv.txt,184505,SUCESSO,,
plv,Santa_teresa,2018,12,dados_pluviometricos_2018.zip,santa_teresa_201812_Plv.txt,190649,SUCESSO,,
plv,Santa_teresa,2019,1,dados_pluviometricos_2019.zip,santa_teresa_201901_Plv.txt,190649,SUCESSO,,
plv,Santa_teresa,2019,2,dados_pluviometricos_2019.zip,santa_teresa_201902_Plv.txt,172473,SUCESSO,,
plv,Santa_teresa,2019,3,dados_pluviometricos_2019.zip,santa_teresa_201903_Plv.txt,190649,SUCESSO,,
plv,Santa_teresa,2019,4,dados_pluviometricos_2019.zip,santa_teresa_201904_Plv.txt,184505,SUCESSO,,
plv,Santa_teresa,2019,5,dados_pluviometricos_2019.zip,santa_teresa_201905_Plv.txt,190649,SUCESSO,,
plv,Santa_teresa,2019,6,dados_pluviometricos_2019.zip,santa_teresa_201906_Plv.txt,184505,SUCESSO,,
plv,Santa_teresa,2019,7,dados_pluviometricos_2019.zip,santa_teresa_201907_Plv.txt,190649,SUCESSO,,
plv,Santa_teresa,2019,8,dados_pluviometricos_2019.zip,santa_teresa_201908_Plv.txt,190649,SUCESSO,,
plv,Santa_teresa,2019,9,dados_pluviometricos_2019.zip,santa_teresa_201909_Plv.txt,184505,SUCESSO,,
plv,Santa_teresa,2019,10,dados_pluviometricos_2019.zip,santa_teresa_201910_Plv.txt,190649,SUCESSO,,
plv,Santa_teresa,2019,11,dados_pluviometricos_2019.zip,santa_teresa_201911_Plv.txt,184505,SUCESSO,,
plv,Santa_teresa,2019,12,dados_pluviometricos_2019.zip,santa_teresa_201912_Plv.txt,190649,SUCESSO,,
plv,Santa_teresa,2020,1,dados_pluviometricos_2020.zip,santa_teresa_202001_Plv.txt,190649,SUCESSO,,
plv,Santa_teresa,2020,2,dados_pluviometricos_2020.zip,santa_teresa_202002_Plv.txt,178361,SUCESSO,,
plv,Santa_teresa,2020,3,dados_pluviometricos_2020.zip,santa_teresa_202003_Plv.txt,190649,SUCESSO,,
plv,Santa_teresa,2020,4,dados_pluviometricos_2020.zip,santa_teresa_202004_Plv.txt,184505,SUCESSO,,
plv,Santa_teresa,2020,5,dados_pluviometricos_2020.zip,santa_teresa_202005_Plv.txt,190649,SUCESSO,,
plv,Santa_teresa,2020,6,dados_pluviometricos_2020.zip,santa_teresa_202006_Plv.txt,184505,SUCESSO,,
plv,Santa_teresa,2020,7,dados_pluviometricos_2020.zip,santa_teresa_202007_Plv.txt,190649,SUCESSO,,
plv,Santa_teresa,2020,8,dados_pluviometricos_2020.zip,santa_teresa_202008_Plv.txt,190649,SUCESSO,,
plv,Santa_teresa,2020,9,dados_pluviometricos_2020.zip,santa_teresa_202009_Plv.txt,184505,SUCESSO,,
