Diretorio,Estacao,Ano,Mes,Arquivo.zip,Arquivo_extraido,Tamanho_Bytes,Status,Msg_Erro,Processado
plv,Anchieta,2024,4,dados_pluviometricos_2024.zip,anchieta_202404_Plv.txt,184501,SUCESSO,,
plv,Anchieta,2024,5,dados_pluviometricos_2024.zip,anchieta_202405_Plv.txt,190645,SUCESSO,,
plv,Anchieta,2024,6,dados_pluviometricos_2024.zip,anchieta_202406_Plv.txt,184501,SUCESSO,,
plv,Anchieta,2024,7,dados_pluviometricos_2024.zip,anchieta_202407_Plv.txt,190645,SUCESSO,,
plv,Anchieta,2024,8,dados_pluviometricos_2024.zip,anchieta_202408_Plv.txt,190645,SUCESSO,,
plv,Anchieta,2024,9,dados_pluviometricos_2024.zip,anchieta_202409_Plv.txt,184501,SUCESSO,,
plv,Anchieta,2024,10,dados_pluviometricos_2024.zip,anchieta_202410_Plv.txt,190645,SUCESSO,,
plv,Anchieta,2024,11,dados_pluviometricos_2024.zip,anchieta_202411_Plv.txt,688343,SUCESSO,,
plv,Anchieta,2024,12,dados_pluviometricos_2024.zip,anchieta_202412_Plv.txt,704907,SUCESSO,,
plv,Av_brasil_mendanha,1997,1,dados_pluviometricos_1997.zip,av_brasil_mendanha_199701_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,1997,2,dados_pluviometricos_1997.zip,av_brasil_mendanha_199702_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,1997,3,dados_pluviometricos_1997.zip,av_brasil_mendanha_199703_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,1997,4,dados_pluviometricos_1997.zip,av_brasil_mendanha_199704_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,1997,5,dados_pluviometricos_1997.zip,av_brasil_mendanha_199705_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,1997,6,dados_pluviometricos_1997.zip,av_brasil_mendanha_199706_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,1997,7,dados_pluviometricos_1997.zip,av_brasil_mendanha_199707_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,1997,8,dados_pluviometricos_1997.zip,av_brasil_mendanha_199708_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,1997,9,dados_pluviometricos_1997.zip,av_brasil_mendanha_199709_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,1997,10,dados_pluviometricos_1997.zip,av_brasil_mendanha_199710_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,1997,11,dados_pluviometricos_1997.zip,av_brasil_mendanha_199711_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,1997,12,dados_pluviometricos_1997.zip,av_brasil_mendanha_199712_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,1998,1,dados_pluviometricos_1998.zip,av_brasil_mendanha_199801_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,1998,2,dados_pluviometricos_1998.zip,av_brasil_mendanha_199802_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,1998,3,dados_pluviometricos_1998.zip,av_brasil_mendanha_199803_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,1998,4,dados_pluviometricos_1998.zip,av_brasil_mendanha_199804_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,1998,5,dados_pluviometricos_1998.zip,av_brasil_mendanha_199805_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,1998,6,dados_pluviometricos_1998.zip,av_brasil_mendanha_199806_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,1998,7,dados_pluviometricos_1998.zip,av_brasil_mendanha_199807_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,1998,8,dados_pluviometricos_1998.zip,av_brasil_mendanha_199808_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,1998,9,dados_pluviometricos_1998.zip,av_brasil_mendanha_199809_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,1998,10,dados_pluviometricos_1998.zip,av_brasil_mendanha_199810_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,1998,11,dados_pluviometricos_1998.zip,av_brasil_mendanha_199811_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,1998,12,dados_pluviometricos_1998.zip,av_brasil_mendanha_199812_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,1999,1,dados_pluviometricos_1999.zip,av_brasil_mendanha_199901_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,1999,2,dados_pluviometricos_1999.zip,av_brasil_mendanha_199902_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,1999,3,dados_pluviometricos_1999.zip,av_brasil_mendanha_199903_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,1999,4,dados_pluviometricos_1999.zip,av_brasil_mendanha_199904_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,1999,5,dados_pluviometricos_1999.zip,av_brasil_mendanha_199905_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,1999,6,dados_pluviometricos_1999.zip,av_brasil_mendanha_199906_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,1999,7,dados_pluviometricos_1999.zip,av_brasil_mendanha_199907_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,1999,8,dados_pluviometricos_1999.zip,av_brasil_mendanha_199908_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,1999,9,dados_pluviometricos_1999.zip,av_brasil_mendanha_199909_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,1999,10,dados_pluviometricos_1999.zip,av_brasil_mendanha_199910_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,1999,11,dados_pluviometricos_1999.zip,av_brasil_mendanha_199911_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,1999,12,dados_pluviometricos_1999.zip,av_brasil_mendanha_199912_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,2000,1,dados_pluviometricos_2000.zip,av_brasil_mendanha_200001_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,2000,2,dados_pluviometricos_2000.zip,av_brasil_mendanha_200002_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,2000,3,dados_pluviometricos_2000.zip,av_brasil_mendanha_200003_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,2000,4,dados_pluviometricos_2000.zip,av_brasil_mendanha_200004_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,2000,5,dados_pluviometricos_2000.zip,av_brasil_mendanha_200005_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,2000,6,dados_pluviometricos_2000.zip,av_brasil_mendanha_200006_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,2000,7,dados_pluviometricos_2000.zip,av_brasil_mendanha_200007_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,2000,8,dados_pluviometricos_2000.zip,av_brasil_mendanha_200008_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,2000,9,dados_pluviometricos_2000.zip,av_brasil_mendanha_200009_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,2000,10,dados_pluviometricos_2000.zip,av_brasil_mendanha_200010_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,2000,11,dados_pluviometricos_2000.zip,av_brasil_mendanha_200011_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,2000,12,dados_pluviometricos_2000.zip,av_brasil_mendanha_200012_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,2001,1,dados_pluviometricos_2001.zip,av_brasil_mendanha_200101_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,2001,2,dados_pluviometricos_2001.zip,av_brasil_mendanha_200102_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,2001,3,dados_pluviometricos_2001.zip,av_brasil_mendanha_200103_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,2001,4,dados_pluviometricos_2001.zip,av_brasil_mendanha_200104_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,2001,5,dados_pluviometricos_2001.zip,av_brasil_mendanha_200105_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,2001,6,dados_pluviometricos_2001.zip,av_brasil_mendanha_200106_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,2001,7,dados_pluviometricos_2001.zip,av_brasil_mendanha_200107_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,2001,8,dados_pluviometricos_2001.zip,av_brasil_mendanha_200108_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,2001,9,dados_pluviometricos_2001.zip,av_brasil_mendanha_200109_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,2001,10,dados_pluviometricos_2001.zip,av_brasil_mendanha_200110_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,2001,11,dados_pluviometricos_2001.zip,av_brasil_mendanha_200111_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,2001,12,dados_pluviometricos_2001.zip,av_brasil_mendanha_200112_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,2002,1,dados_pluviometricos_2002.zip,av_brasil_mendanha_200201_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,2002,2,dados_pluviometricos_2002.zip,av_brasil_mendanha_200202_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,2002,3,dados_pluviometricos_2002.zip,av_brasil_mendanha_200203_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,2002,4,dados_pluviometricos_2002.zip,av_brasil_mendanha_200204_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,2002,5,dados_pluviometricos_2002.zip,av_brasil_mendanha_200205_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,2002,6,dados_pluviometricos_2002.zip,av_brasil_mendanha_200206_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,2002,7,dados_pluviometricos_2002.zip,av_brasil_mendanha_200207_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,2002,8,dados_pluviometricos_2002.zip,av_brasil_mendanha_200208_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,2002,9,dados_pluviometricos_2002.zip,av_brasil_mendanha_200209_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,2002,10,dados_pluviometricos_2002.zip,av_brasil_mendanha_200210_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,2002,11,dados_pluviometricos_2002.zip,av_brasil_mendanha_200211_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,2002,12,dados_pluviometricos_2002.zip,av_brasil_mendanha_200212_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,2003,1,dados_pluviometricos_2003.zip,av_brasil_mendanha_200301_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,2003,2,dados_pluviometricos_2003.zip,av_brasil_mendanha_200302_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,2003,3,dados_pluviometricos_2003.zip,av_brasil_mendanha_200303_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,2003,4,dados_pluviometricos_2003.zip,av_brasil_mendanha_200304_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,2003,5,dados_pluviometricos_2003.zip,av_brasil_mendanha_200305_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,2003,6,dados_pluviometricos_2003.zip,av_brasil_mendanha_200306_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,2003,7,dados_pluviometricos_2003.zip,av_brasil_mendanha_200307_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,2003,8,dados_pluviometricos_2003.zip,av_brasil_mendanha_200308_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,2003,9,dados_pluviometricos_2003.zip,av_brasil_mendanha_200309_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,2003,10,dados_pluviometricos_2003.zip,av_brasil_mendanha_200310_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,2003,11,dados_pluviometricos_2003.zip,av_brasil_mendanha_200311_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,2003,12,dados_pluviometricos_2003.zip,av_brasil_mendanha_200312_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,2004,1,dados_pluviometricos_2004.zip,av_brasil_mendanha_200401_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,2004,2,dados_pluviometricos_2004.zip,av_brasil_mendanha_200402_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,2004,3,dados_pluviometricos_2004.zip,av_brasil_mendanha_200403_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,2004,4,dados_pluviometricos_2004.zip,av_brasil_mendanha_200404_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,2004,5,dados_pluviometricos_2004.zip,av_brasil_mendanha_200405_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,2004,6,dados_pluviometricos_2004.zip,av_brasil_mendanha_200406_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,2004,7,dados_pluviometricos_2004.zip,av_brasil_mendanha_200407_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,2004,8,dados_pluviometricos_2004.zip,av_brasil_mendanha_200408_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,2004,9,dados_pluviometricos_2004.zip,av_brasil_mendanha_200409_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,2004,10,dados_pluviometricos_2004.zip,av_brasil_mendanha_200410_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,2004,11,dados_pluviometricos_2004.zip,av_brasil_mendanha_200411_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,2004,12,dados_pluviometricos_2004.zip,av_brasil_mendanha_200412_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,2005,1,dados_pluviometricos_2005.zip,av_brasil_mendanha_200501_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,2005,2,dados_pluviometricos_2005.zip,av_brasil_mendanha_200502_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,2005,3,dados_pluviometricos_2005.zip,av_brasil_mendanha_200503_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,2005,4,dados_pluviometricos_2005.zip,av_brasil_mendanha_200504_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,2005,5,dados_pluviometricos_2005.zip,av_brasil_mendanha_200505_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,2005,6,dados_pluviometricos_2005.zip,av_brasil_mendanha_200506_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,2005,7,dados_pluviometricos_2005.zip,av_brasil_mendanha_200507_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,2005,8,dados_pluviometricos_2005.zip,av_brasil_mendanha_200508_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,2005,9,dados_pluviometricos_2005.zip,av_brasil_mendanha_200509_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,2005,10,dados_pluviometricos_2005.zip,av_brasil_mendanha_200510_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,2005,11,dados_pluviometricos_2005.zip,av_brasil_mendanha_200511_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,2005,12,dados_pluviometricos_2005.zip,av_brasil_mendanha_200512_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,2006,1,dados_pluviometricos_2006.zip,av_brasil_mendanha_200601_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,2006,2,dados_pluviometricos_2006.zip,av_brasil_mendanha_200602_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,2006,3,dados_pluviometricos_2006.zip,av_brasil_mendanha_200603_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,2006,4,dados_pluviometricos_2006.zip,av_brasil_mendanha_200604_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,2006,5,dados_pluviometricos_2006.zip,av_brasil_mendanha_200605_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,2006,6,dados_pluviometricos_2006.zip,av_brasil_mendanha_200606_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,2006,7,dados_pluviometricos_2006.zip,av_brasil_mendanha_200607_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,2006,8,dados_pluviometricos_2006.zip,av_brasil_mendanha_200608_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,2006,9,dados_pluviometricos_2006.zip,av_brasil_mendanha_200609_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,2006,10,dados_pluviometricos_2006.zip,av_brasil_mendanha_200610_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,2006,11,dados_pluviometricos_2006.zip,av_brasil_mendanha_200611_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,2006,12,dados_pluviometricos_2006.zip,av_brasil_mendanha_200612_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,2007,1,dados_pluviometricos_2007.zip,av_brasil_mendanha_200701_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,2007,2,dados_pluviometricos_2007.zip,av_brasil_mendanha_200702_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,2007,3,dados_pluviometricos_2007.zip,av_brasil_mendanha_200703_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,2007,4,dados_pluviometricos_2007.zip,av_brasil_mendanha_200704_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,2007,5,dados_pluviometricos_2007.zip,av_brasil_mendanha_200705_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,2007,6,dados_pluviometricos_2007.zip,av_brasil_mendanha_200706_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,2007,7,dados_pluviometricos_2007.zip,av_brasil_mendanha_200707_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,2007,8,dados_pluviometricos_2007.zip,av_brasil_mendanha_200708_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,2007,9,dados_pluviometricos_2007.zip,av_brasil_mendanha_200709_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,2007,10,dados_pluviometricos_2007.zip,av_brasil_mendanha_200710_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,2007,11,dados_pluviometricos_2007.zip,av_brasil_mendanha_200711_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,2007,12,dados_pluviometricos_2007.zip,av_brasil_mendanha_200712_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,2008,1,dados_pluviometricos_2008.zip,av_brasil_mendanha_200801_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,2008,2,dados_pluviometricos_2008.zip,av_brasil_mendanha_200802_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,2008,3,dados_pluviometricos_2008.zip,av_brasil_mendanha_200803_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,2008,4,dados_pluviometricos_2008.zip,av_brasil_mendanha_200804_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,2008,5,dados_pluviometricos_2008.zip,av_brasil_mendanha_200805_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,2008,6,dados_pluviometricos_2008.zip,av_brasil_mendanha_200806_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,2008,7,dados_pluviometricos_2008.zip,av_brasil_mendanha_200807_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,2008,8,dados_pluviometricos_2008.zip,av_brasil_mendanha_200808_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,2008,9,dados_pluviometricos_2008.zip,av_brasil_mendanha_200809_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,2008,10,dados_pluviometricos_2008.zip,av_brasil_mendanha_200810_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,2008,11,dados_pluviometricos_2008.zip,av_brasil_mendanha_200811_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,2008,12,dados_pluviometricos_2008.zip,av_brasil_mendanha_200812_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,2009,1,dados_pluviometricos_2009.zip,av_brasil_mendanha_200901_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,2009,2,dados_pluviometricos_2009.zip,av_brasil_mendanha_200902_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,2009,3,dados_pluviometricos_2009.zip,av_brasil_mendanha_200903_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,2009,4,dados_pluviometricos_2009.zip,av_brasil_mendanha_200904_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,2009,5,dados_pluviometricos_2009.zip,av_brasil_mendanha_200905_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,2009,6,dados_pluviometricos_2009.zip,av_brasil_mendanha_200906_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,2009,7,dados_pluviometricos_2009.zip,av_brasil_mendanha_200907_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,2009,8,dados_pluviometricos_2009.zip,av_brasil_mendanha_200908_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,2009,9,dados_pluviometricos_2009.zip,av_brasil_mendanha_200909_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,2009,10,dados_pluviometricos_2009.zip,av_brasil_mendanha_200910_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,2009,11,dados_pluviometricos_2009.zip,av_brasil_mendanha_200911_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,2009,12,dados_pluviometricos_2009.zip,av_brasil_mendanha_200912_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,2010,1,dados_pluviometricos_2010.zip,av_brasil_mendanha_201001_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,2010,2,dados_pluviometricos_2010.zip,av_brasil_mendanha_201002_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,2010,3,dados_pluviometricos_2010.zip,av_brasil_mendanha_201003_Plv.txt,192,SUCESSO,,
plv,Av_brasil_mendanha,2010,4,dados_pluviometricos_2010.zip,av_brasil_mendanha_201004_Plv.txt,184512,SUCESSO,,
plv,Av_brasil_mendanha,2010,5,dados_pluviometricos_2010.zip,av_brasil_mendanha_201005_Plv.txt,190656,SUCESSO,,
plv,Av_brasil_mendanha,2010,6,dados_pluviometricos_2010.zip,av_brasil_mendanha_201006_Plv.txt,184512,SUCESSO,,
plv,Av_brasil_mendanha,2010,7,dados_pluviometricos_2010.zip,av_brasil_mendanha_201007_Plv.txt,190656,SUCESSO,,
plv,Av_brasil_mendanha,2010,8,dados_pluviometricos_2010.zip,av_brasil_mendanha_201008_Plv.txt,190656,SUCESSO,,
plv,Av_brasil_mendanha,2010,9,dados_pluviometricos_2010.zip,av_brasil_mendanha_201009_Plv.txt,184512,SUCESSO,,
plv,Av_brasil_mendanha,2010,10,dados_pluviometricos_2010.zip,av_brasil_mendanha_201010_Plv.txt,190371,SUCESSO,,
plv,Av_brasil_mendanha,2010,11,dados_pluviometricos_2010.zip,av_brasil_mendanha_201011_Plv.txt,184512,SUCESSO,,
plv,Av_brasil_mendanha,2010,12,dados_pluviometricos_2010.zip,av_brasil_mendanha_201012_Plv.txt,190656,SUCESSO,,
plv,Av_brasil_mendanha,2011,1,dados_pluviometricos_2011.zip,av_brasil_mendanha_201101_Plv.txt,190656,SUCESSO,,
plv,Av_brasil_mendanha,2011,2,dados_pluviometricos_2011.zip,av_brasil_mendanha_201102_Plv.txt,172480,SUCESSO,,
plv,Av_brasil_mendanha,2011,3,dados_pluviometricos_2011.zip,av_brasil_mendanha_201103_Plv.txt,190656,SUCESSO,,
plv,Av_brasil_mendanha,2011,4,dados_pluviometricos_2011.zip,av_brasil_mendanha_201104_Plv.txt,184512,SUCESSO,,
plv,Av_brasil_mendanha,2011,5,dados_pluviometricos_2011.zip,av_brasil_mendanha_201105_Plv.txt,190656,SUCESSO,,
plv,Av_brasil_mendanha,2011,6,dados_pluviometricos_2011.zip,av_brasil_mendanha_201106_Plv.txt,184512,SUCESSO,,
plv,Av_brasil_mendanha,2011,7,dados_pluviometricos_2011.zip,av_brasil_mendanha_201107_Plv.txt,190656,SUCESSO,,
plv,Av_brasil_mendanha,2011,8,dados_pluviometricos_2011.zip,av_brasil_mendanha_201108_Plv.txt,190656,SUCESSO,,
plv,Av_brasil_mendanha,2011,9,dados_pluviometricos_2011.zip,av_brasil_mendanha_201109_Plv.txt,184512,SUCESSO,,
plv,Av_brasil_mendanha,2011,10,dados_pluviometricos_2011.zip,av_brasil_mendanha_201110_Plv.txt,190400,SUCESSO,,
plv,Av_brasil_mendanha,2011,11,dados_pluviometricos_2011.zip,av_brasil_mendanha_201111_Plv.txt,184512,SUCESSO,,
plv,Av_brasil_mendanha,2011,12,dados_pluviometricos_2011.zip,av_brasil_mendanha_201112_Plv.txt,190656,SUCESSO,,
plv,Av_brasil_mendanha,2012,1,dados_pluviometricos_2012.zip,av_brasil_mendanha_201201_Plv.txt,190656,SUCESSO,,
plv,Av_brasil_mendanha,2012,2,dados_pluviometricos_2012.zip,av_brasil_mendanha_201202_Plv.txt,178624,SUCESSO,,
plv,Av_brasil_mendanha,2012,3,dados_pluviometricos_2012.zip,av_brasil_mendanha_201203_Plv.txt,190656,SUCESSO,,
plv,Av_brasil_mendanha,2012,4,dados_pluviometricos_2012.zip,av_brasil_mendanha_201204_Plv.txt,184640,SUCESSO,,
plv,Av_brasil_mendanha,2012,5,dados_pluviometricos_2012.zip,av_brasil_mendanha_201205_Plv.txt,190656,SUCESSO,,
plv,Av_brasil_mendanha,2012,6,dados_pluviometricos_2012.zip,av_brasil_mendanha_201206_Plv.txt,184512,SUCESSO,,
plv,Av_brasil_mendanha,2012,7,dados_pluviometricos_2012.zip,av_brasil_mendanha_201207_Plv.txt,190656,SUCESSO,,
plv,Av_brasil_mendanha,2012,8,dados_pluviometricos_2012.zip,av_brasil_mendanha_201208_Plv.txt,190656,SUCESSO,,
plv,Av_brasil_mendanha,2012,9,dados_pluviometricos_2012.zip,av_brasil_mendanha_201209_Plv.txt,184512,SUCESSO,,
plv,Av_brasil_mendanha,2012,10,dados_pluviometricos_2012.zip,av_brasil_mendanha_201210_Plv.txt,187584,SUCESSO,,
plv,Av_brasil_mendanha,2012,11,dados_pluviometricos_2012.zip,av_brasil_mendanha_201211_Plv.txt,177088,SUCESSO,,
plv,Av_brasil_mendanha,2012,12,dados_pluviometricos_2012.zip,av_brasil_mendanha_201212_Plv.txt,190656,SUCESSO,,
plv,Av_brasil_mendanha,2013,1,dados_pluviometricos_2013.zip,av_brasil_mendanha_201301_Plv.txt,189603,SUCESSO,,
plv,Av_brasil_mendanha,2013,2,dados_pluviometricos_2013.zip,av_brasil_mendanha_201302_Plv.txt,172480,SUCESSO,,
plv,Av_brasil_mendanha,2013,3,dados_pluviometricos_2013.zip,av_brasil_mendanha_201303_Plv.txt,190656,SUCESSO,,
plv,Av_brasil_mendanha,2013,4,dados_pluviometricos_2013.zip,av_brasil_mendanha_201304_Plv.txt,184512,SUCESSO,,
